region,hemisphere,F_mean,p_value,p_value_std,sample_size,fraction_significant,count_significant,NPVR,num,anat,n,timepoint,NPVR_CI_low,NPVR_CI_high,std_p,std_p_low,std_p_high,proba_significant,group,metric,test,analysis,study,significant,r_mean
lh-eTIV,lh,2.2198934277065385,0.1379323187624728,0.0011446049162717818,192.0,0.0,0,0.0043793650819558,9.560383873559791e-05,0.0218305249611435,390,baseline+follow-up,0.0042940755624033,0.0044663807385545,0.0011446049162717818,0.0011284171313352377,0.0011736962862455744,0.0,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-eTIV,rh,2.2198934277065385,0.1379323187624728,0.0011446049162717818,192.0,0.0,0,0.0043793650819558,9.560383873559791e-05,0.0218305249611435,390,baseline+follow-up,0.0042940755624033,0.0044663807385545,0.0011446049162717818,0.0011284171313352377,0.0011736962862455744,0.0,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-entorhinal,lh,1.0799177646112044,0.38321963071566817,0.22535813894769605,192.0,0.0,0,0.5533835465419592,0.0444079706708947,0.0802480864282935,390,baseline+follow-up,0.5426062270151406,0.5643789834950602,0.22535813894769605,0.25165019452302084,0.26174797470076516,0.040707927456061686,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-entorhinal,rh,0.4542958218565072,0.613550902196665,0.2655046604564935,192.0,0.0,0,0.508374112334726,0.0411084656669154,0.0808626259077658,390,baseline+follow-up,0.4984733657692899,0.5184752357521013,0.2655046604564935,0.3162064934706119,0.3288946762391315,0.011620723137109561,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-frontalpole,lh,0.7307965787985468,0.5626030505036007,0.2904699862810147,192.0,0.038461538461538464,1,0.5825582143768999,0.0388150941975221,0.0666286960506401,390,baseline+follow-up,0.5712127089701238,0.5941333364738968,0.2904699862810147,0.3154701523759264,0.32812878853303146,0.03301731218013231,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-frontalpole,rh,0.7982818221603062,0.49613402585222194,0.26631821875844114,192.0,0.0,0,0.518238590267114,0.0374611630247304,0.0722855528867928,390,baseline+follow-up,0.5081457298751884,0.5285357156181547,0.26631821875844114,0.27131672103073456,0.2822036452896551,0.03077096612706881,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-fusiform,lh,1.0977251064613553,0.38561740264165467,0.23866832116398579,192.0,0.0,0,0.4739161901575238,0.0128424892863656,0.0270986506751267,390,baseline+follow-up,0.4646865225207162,0.4833326529752086,0.23866832116398579,0.21360309308504827,0.22217418552289564,0.05426372441370094,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-fusiform,rh,1.2161125758806988,0.337334393468466,0.1631099066756571,192.0,0.0,0,0.4882508372870045,0.0123595843913628,0.0253140055223245,390,baseline+follow-up,0.4787419978653037,0.4979521219244598,0.1631099066756571,0.20742560228261056,0.21574881514185762,0.010987898613032033,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-inferiorparietal,lh,0.1786227658231247,0.732413948861014,0.17291773134205252,192.0,0.0,0,0.3715899187594814,0.0093298313407651,0.0251078699118423,390,baseline+follow-up,0.3643530876096563,0.3789732129496674,0.17291773134205252,0.26541514280454837,0.27606525882359156,1.2111565113209552e-05,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-inferiorparietal,rh,0.11251563415082659,0.7827450211972429,0.13891174218481317,192.0,0.0,0,0.3581482983492404,0.0085690098159972,0.0239258705276365,390,baseline+follow-up,0.3511732470066117,0.3652645146859343,0.13891174218481317,0.2644499450536568,0.2750613313004659,4.57230129522103e-08,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-inferiortemporal,lh,0.3918908783616904,0.6352171625256781,0.2425934655089036,192.0,0.0,0,0.4563982770894876,0.0128443364665333,0.0281428241763825,390,baseline+follow-up,0.4475097763481488,0.4654666682850703,0.2425934655089036,0.29290247564899563,0.30465555542795886,0.004121408402647568,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-inferiortemporal,rh,0.09139667041484656,0.8048354342973195,0.12929633433946403,192.0,0.0,0,0.3891441417845991,0.0115154399273694,0.0295917082923568,390,baseline+follow-up,0.3815654365914113,0.3968762290564363,0.12929633433946403,0.29040122840352595,0.30205394249470263,6.3749014470686035e-09,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-insula,lh,0.2921335476158682,0.664680358156376,0.20310283523089664,192.0,0.0,0,0.6413818996307941,0.0203101345477427,0.0316662109726421,390,baseline+follow-up,0.6288907843559838,0.6541258170897059,0.20310283523089664,0.432744821503554,0.4501092510796271,0.0003209558735463864,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-insula,rh,1.8258278765058322,0.32119268027278014,0.2659558339079855,192.0,0.07692307692307693,2,0.711144305809677,0.0213510172712637,0.0300234665409496,390,baseline+follow-up,0.697294545618429,0.7252743652014848,0.2659558339079855,0.22291301141733097,0.23185767602336335,0.17327782493640106,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-isthmuscingulate,lh,1.6970481459646851,0.3260883165495831,0.25446981672796615,192.0,0.07692307692307693,2,0.5650826360657816,0.0195478134824243,0.0345928404711214,390,baseline+follow-up,0.5540774730716987,0.5763105277097959,0.25446981672796615,0.1888617092719464,0.19644002260421256,0.14201486491478035,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-isthmuscingulate,rh,0.8973952023695927,0.4961988712004513,0.28630752771145146,192.0,0.038461538461538464,1,0.6095515925689862,0.0212407503518833,0.0348465176874744,390,baseline+follow-up,0.5976803825876843,0.6216630587440045,0.28630752771145146,0.3036813362739585,0.3158669313758831,0.04903870898993952,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-lateraloccipital,lh,0.4180600442081775,0.6343909144515704,0.25935252114450147,192.0,0.0,0,0.3719201998896283,0.0106780548927424,0.028710607533313,390,baseline+follow-up,0.3646769364103719,0.3793100565903299,0.25935252114450147,0.23557471634832736,0.24502744777032617,0.008284411166567373,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-lateraloccipital,rh,1.0571531018538738,0.35026576690836103,0.1613256239092885,192.0,0.0,0,0.3649710332419916,0.0106151739704091,0.0290849766243526,390,baseline+follow-up,0.3578631069802486,0.3722228136948031,0.1613256239092885,0.16786917423214448,0.17460513572515496,0.007226180880014451,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-lateralorbitofrontal,lh,0.17907947539511576,0.7250548903992977,0.16426802041380967,192.0,0.0,0,0.4526371849834849,0.0138266494681159,0.0305468704888229,390,baseline+follow-up,0.4438219327000185,0.4616308452778964,0.16426802041380967,0.3232305537941419,0.3362005858067547,3.6074701985555607e-06,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-lateralorbitofrontal,rh,0.3380163071405903,0.6685029571355449,0.24495621929018926,192.0,0.0,0,0.4807914449236979,0.0178313245455993,0.0370874414132497,390,baseline+follow-up,0.4714278795266364,0.4903445153994715,0.24495621929018926,0.3170101097693704,0.3297305386513789,0.003889052445842318,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-lingual,lh,0.5149851934984988,0.5916145305021818,0.24969344186317846,192.0,0.0,0,0.5245706190659637,0.0187768895965399,0.0357947794140158,390,baseline+follow-up,0.5143544404112442,0.5349935584638406,0.24969344186317846,0.3165027628027279,0.32920283375037157,0.007609241329077872,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-lingual,rh,0.6708415237225549,0.5254662084766362,0.2619894598430048,192.0,0.0,0,0.4827870157782687,0.0195848542061773,0.0405662405286643,390,baseline+follow-up,0.473384586007894,0.4923797371863008,0.2619894598430048,0.269410063685305,0.2802204809231008,0.020701968885004564,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-medialorbitofrontal,lh,0.4300751560634227,0.6410762681168916,0.2632950911981143,192.0,0.0,0,0.5368886797526419,0.0189557222098044,0.0353066155511749,390,baseline+follow-up,0.5264326029715675,0.5475563724694622,0.2632950911981143,0.33802303740083944,0.3515866364004615,0.009275213481830562,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-medialorbitofrontal,rh,0.5074406619166058,0.5924451716638376,0.23792194564684907,192.0,0.0,0,0.4275188412849965,0.0168808024867336,0.0394855170265594,390,baseline+follow-up,0.4191927766864816,0.4360134134402161,0.23792194564684907,0.2589233612635614,0.26931298639330853,0.004626819557189016,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-middletemporal,lh,0.10279303930506846,0.8273908921580821,0.1572824745613306,192.0,0.0,0,0.4181022950691171,0.0106142813814899,0.0253868048720835,390,baseline+follow-up,0.4099596206852946,0.4264097654558081,0.1572824745613306,0.3102302779563375,0.322678657570036,4.964655525039624e-06,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-middletemporal,rh,0.14325129282303606,0.7592498719838753,0.15911224906855026,192.0,0.0,0,0.3266452700824617,0.0088431487104118,0.0270726366500864,390,baseline+follow-up,0.3202837501753357,0.3331355379909747,0.15911224906855026,0.23749392429284688,0.24702366634452508,1.847302417268358e-06,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-paracentral,lh,0.19860246973481518,0.6957532085605818,0.14473354546375133,192.0,0.0,0,0.4746595739158761,0.0176045677398337,0.0370888289360698,390,baseline+follow-up,0.4654154286453461,0.4840908073737398,0.14473354546375133,0.33565039684640086,0.34911879066326934,1.2040576596308186e-07,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-paracentral,rh,0.2553076005038096,0.6901085046193233,0.20446600439958756,192.0,0.0,0,0.4387137082674293,0.0158497418185102,0.0361277560281947,390,baseline+follow-up,0.4301696200950588,0.4474307164796529,0.20446600439958756,0.30152494263043017,0.31362400972855053,0.0003125024691635962,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-parahippocampal,lh,1.1009794936209567,0.4058812337267914,0.24112989845333288,192.0,0.038461538461538464,1,0.4423457350763619,0.016841970287498,0.0380742232873356,390,baseline+follow-up,0.4337309120335847,0.4511349097309005,0.24112989845333288,0.19904969589662097,0.2070368149903321,0.044612972893278306,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-parahippocampal,rh,1.0191860071589693,0.4734545603566389,0.28752239883248726,192.0,0.038461538461538464,1,0.5109894628196148,0.015882378673186,0.0310816168019353,390,baseline+follow-up,0.5010377814766155,0.5211425518610976,0.28752239883248726,0.23953408518973052,0.24914569126024252,0.06065128687854086,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-parsopercularis,lh,4.136690845598307,0.06442030030960512,0.048718452253641624,192.0,0.5,13,0.4300683840759227,0.0106388992986141,0.0247376921730103,390,baseline+follow-up,0.4216926663254902,0.4386136142913467,0.048718452253641624,0.042954708150644984,0.044678319774814415,0.4745608914172423,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-parsopercularis,rh,0.18366244436452694,0.7242540284667781,0.16647885246760313,192.0,0.0,0,0.4245854551655003,0.0113745262446079,0.0267897218480417,390,baseline+follow-up,0.4163165191890828,0.4330217424975849,0.16647885246760313,0.30250173616941994,0.31463999833533846,4.992856848961205e-06,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-parsorbitalis,lh,0.14808711365458554,0.7603206902010526,0.16224307060974394,192.0,0.0,0,0.4844939967358448,0.0212949191467023,0.0439529061044542,390,baseline+follow-up,0.4750583229716418,0.4941206349482641,0.16224307060974394,0.35140648827175575,0.36550711504983946,3.068091998214274e-06,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-parsorbitalis,rh,1.4835109392852226,0.27794514352105926,0.168824998779303,192.0,0.0,0,0.4712431182429263,0.0197168218875139,0.0418400208389883,390,baseline+follow-up,0.4620655095267746,0.4806064685423735,0.168824998779303,0.17518810298223086,0.18221774568536328,0.051739134607834664,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-parstriangularis,lh,0.7701997879384231,0.472967563233548,0.2319565717052137,192.0,0.0,0,0.4858708782009499,0.0141325016595949,0.0290869494214673,390,baseline+follow-up,0.4764083892348986,0.4955248743162849,0.2319565717052137,0.25797192287657567,0.2683233703458499,0.014377595553253518,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-parstriangularis,rh,0.2071414626896776,0.7244087252635729,0.1825427168189404,192.0,0.0,0,0.4305641112027566,0.0138205182106397,0.0320986302644522,390,baseline+follow-up,0.4221787390097998,0.4391191912527178,0.1825427168189404,0.30316624065047937,0.3153311668934497,3.791516054810216e-05,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-pericalcarine,lh,1.7850427764149377,0.23464794786490784,0.15649866030316822,192.0,0.0,0,0.4927206674355809,0.0322175591373618,0.0653870666823084,390,baseline+follow-up,0.4831247766585537,0.5025107652224275,0.15649866030316822,0.15761517452187465,0.16393968139545512,0.08830410386291067,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-pericalcarine,rh,1.3392803493792984,0.39436464458909926,0.2633456101680915,192.0,0.038461538461538464,1,0.4772531024372288,0.0337439403977238,0.0707044966819509,390,baseline+follow-up,0.4679584473787747,0.4867358679283826,0.2633456101680915,0.1906606228936909,0.19831111989482147,0.08069961320059518,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-postcentral,lh,0.257658041096834,0.6881265846612084,0.1974212897164899,192.0,0.0,0,0.4801270096532951,0.0146736325732568,0.0305619810554978,390,baseline+follow-up,0.4707763843431926,0.4896668781533851,0.1974212897164899,0.3295989436687679,0.3428245153250597,0.0001764253474585691,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-postcentral,rh,0.17442183441934306,0.7364401001511932,0.17121079455167948,192.0,0.0,0,0.3390448422664102,0.0104458435547966,0.0308096223643143,390,baseline+follow-up,0.3324418367707493,0.345781483083995,0.17121079455167948,0.24268059198381745,0.2524184555920781,9.768321640352514e-06,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-posteriorcingulate,lh,0.5340527932017292,0.5754140260939793,0.23936319740249803,192.0,0.0,0,0.546999475907578,0.0154232913445731,0.028196172069421,390,baseline+follow-up,0.5363464881747537,0.5578680647702305,0.23936319740249803,0.3268961086703304,0.34001322567701353,0.005773990801247536,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-posteriorcingulate,rh,0.6916764343364086,0.5431676242693775,0.2739341112935629,192.0,0.0,0,0.5359216631784107,0.0160471790069831,0.0299431430179768,390,baseline+follow-up,0.5254844193508517,0.5465701417898586,0.2739341112935629,0.2959564559534915,0.307832080528577,0.024857749893693732,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-precentral,lh,0.47574318940630334,0.5705157890093783,0.21891575258925633,192.0,0.0,0,0.4326373792484138,0.0159367627837797,0.0368363057567179,390,baseline+follow-up,0.4242116295047827,0.4412336540325252,0.21891575258925633,0.26622032797753636,0.27690275306311785,0.0022958367401808553,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-precentral,rh,0.40823899095908434,0.6060889992964859,0.2190759573756134,192.0,0.0,0,0.3542043585265226,0.0125801439973633,0.0355166267566448,390,baseline+follow-up,0.3473061166588586,0.3612422108750956,0.2190759573756134,0.22546126023179963,0.23450817652261802,0.001561131010803598,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-precuneus,lh,0.13822693591857887,0.7789852804815965,0.16794365163360628,192.0,0.0,0,0.4121459733752892,0.0086583010890286,0.0210078507333727,390,baseline+follow-up,0.4041193002396064,0.4203350948156369,0.16794365163360628,0.300416025009785,0.31247059539535665,8.622703836160259e-06,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-precuneus,rh,0.10060238106324872,0.7905138621967063,0.1279232010036501,192.0,0.0,0,0.3779139537612681,0.0081193654998306,0.0214846935896939,390,baseline+follow-up,0.3705539600303744,0.3854229031657912,0.1279232010036501,0.28071943299124247,0.29198365287924766,2.8082123604239486e-09,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-rostralanteriorcingulate,lh,1.935650764288245,0.23491842492640644,0.1804987237164653,192.0,0.07692307692307693,2,0.6777560457696714,0.0258864669361676,0.0381943725884002,390,baseline+follow-up,0.6645565324987451,0.6912226981799422,0.1804987237164653,0.2011461281918476,0.20921736926493906,0.14303197888554536,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-rostralanteriorcingulate,rh,0.6468474979516563,0.5602937952617917,0.2845884748319056,192.0,0.0,0,0.6106231582755175,0.0240130336525192,0.0393254551961889,390,baseline+follow-up,0.5987310792132944,0.6227559158916004,0.2845884748319056,0.3448664661595924,0.358704666334862,0.028964881091349964,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-rostralmiddlefrontal,lh,0.27864256396747433,0.6417160039363785,0.16012582229272046,192.0,0.0,0,0.344188722669395,0.0103196414550833,0.0299825089417461,390,baseline+follow-up,0.337485538476595,0.3510275696566766,0.16012582229272046,0.23380415978539337,0.24318584540113466,3.801687156200601e-06,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-rostralmiddlefrontal,rh,0.41448846949969276,0.5691340027067542,0.17147410027014706,192.0,0.0,0,0.2885829474523045,0.0107603337128424,0.037286796769656,390,baseline+follow-up,0.2829627033121966,0.2943169372398221,0.17147410027014706,0.18311650277375502,0.19046428247816347,6.279606534201563e-05,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-superiorfrontal,lh,0.8101218231086075,0.4404554121124006,0.20798040904859247,192.0,0.0,0,0.3660619295772769,0.0083397511147954,0.0227823503100311,390,baseline+follow-up,0.3589327577645061,0.3733353855604723,0.20798040904859247,0.19051437075341432,0.19815899920369467,0.009484669809208411,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-superiorfrontal,rh,0.18342160538996904,0.7552744646802563,0.1957680935258997,192.0,0.0,0,0.3461758713395315,0.0080863708352153,0.0233591405545539,390,baseline+follow-up,0.3394339867981231,0.3530542019147432,0.1957680935258997,0.24666757974955292,0.25656542625036044,0.000155938558002449,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-superiorparietal,lh,0.13068875422247828,0.7762197618208586,0.15778182441755306,192.0,0.0,0,0.2795116690491244,0.0079098888122839,0.028298957389481,390,baseline+follow-up,0.2740680909238966,0.285065417356046,0.15778182441755306,0.20451079977494344,0.21271705252200082,1.785363767966571e-06,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-superiorparietal,rh,0.1489853883835455,0.7533599798516868,0.15971600007056794,192.0,0.0,0,0.2634422733056444,0.0072603802254351,0.0275596628222673,390,baseline+follow-up,0.258311651743026,0.2686767312598333,0.15971600007056794,0.1909901276002396,0.19865384639164368,1.9481217428199494e-06,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-superiortemporal,lh,0.5232371421437513,0.5200419948617648,0.18095652035503965,192.0,0.0,0,0.3724443272790846,0.0088731833506542,0.023824187135505,390,baseline+follow-up,0.3651908562532103,0.3798445981124474,0.18095652035503965,0.2237889008202434,0.23276871158885828,0.00042642557598015097,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-superiortemporal,rh,0.30861223923706393,0.64787527267356,0.19375771252823293,192.0,0.0,0,0.2949163351064442,0.0080811182021686,0.0274013923279357,390,baseline+follow-up,0.2891727462394061,0.3007761659405303,0.19375771252823293,0.19734343678743083,0.20526209009098614,0.00016967075369890314,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-supramarginal,lh,0.13053963399074806,0.7570311483219215,0.13271068471727587,192.0,0.0,0,0.3967886891044754,0.0092112571243358,0.0232145153762447,390,baseline+follow-up,0.3890611039353305,0.4046726694685736,0.13271068471727587,0.29034083050717474,0.3019911210568885,6.270252929816338e-09,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-supramarginal,rh,0.8406477199176046,0.43173402571176045,0.1825212281562974,192.0,0.0,0,0.3706133069370373,0.0082549125551317,0.0222736539692951,390,baseline+follow-up,0.3633954956112203,0.3779771963693689,0.1825212281562974,0.18995886578728774,0.19758120390297795,0.003266483525257256,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-temporalpole,lh,0.5687742536618411,0.5725731594838208,0.26106259176019003,192.0,0.0,0,0.5563699502251839,0.0449635874985835,0.0808159884989925,390,baseline+follow-up,0.5455344695424521,0.567424725432233,0.26106259176019003,0.32676028909170257,0.3398719561671769,0.013340703430203257,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-temporalpole,rh,0.3938247089175869,0.6495124206017133,0.22978433064612053,192.0,0.0,0,0.4500766232351239,0.0426546460127012,0.0947719650625313,390,baseline+follow-up,0.4413112387012548,0.4590194065285031,0.22978433064612053,0.2885653966805187,0.3001444457176412,0.0020020086807788083,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-transversetemporal,lh,0.27642015751969196,0.6792013339459709,0.20592755241039792,192.0,0.0,0,0.4477656859462305,0.0222376342884298,0.0496635516887289,390,baseline+follow-up,0.4390453076466893,0.4566625521439148,0.20592755241039792,0.3045024622223071,0.31672100603440606,0.00036673912979734376,sampled,cortical thickness,F,Group differences,longitudinal,False,
rh-transversetemporal,rh,0.21772437948033324,0.7575757427364475,0.2244399936791054,192.0,0.0,0,0.4491927126489389,0.0219954596251188,0.0489666439497852,390,baseline+follow-up,0.4404445425531933,0.4581179331087586,0.2244399936791054,0.3146069018597377,0.327230899005467,0.0013136845445276138,sampled,cortical thickness,F,Group differences,longitudinal,False,
lh-BrainSegVolNotVent,lh,0.9290183023909422,0.35621457132281314,0.10513277616594163,192.0,0.0,0,0.2259511761218401,0.0035163922666224,0.0155626198853076,390,baseline+follow-up,0.2215507055300732,0.2304407059010532,0.11300398224234917,0.11080319396080528,0.11524931130924956,7.183937066269584e-05,simulated,cortical area,F,Group differences,longitudinal,False,
rh-BrainSegVolNotVent,rh,0.9290183023909422,0.35621457132281314,0.10513277616594163,192.0,0.0,0,0.2259511761218401,0.0035163922666224,0.0155626198853076,390,baseline+follow-up,0.2215507055300732,0.2304407059010532,0.11300398224234917,0.11080319396080528,0.11524931130924956,7.183937066269584e-05,simulated,cortical area,F,Group differences,longitudinal,False,
lh-WhiteSurfArea,lh,1.7678952462688011,0.22557429056572595,0.11595398438982057,192.0,0.038461538461538464,1,0.3037348685015072,0.0066873782221028,0.0220171567890621,390,baseline+follow-up,0.29781953590853,0.309769918907209,0.09994060787089257,0.09799423293535331,0.10192637463205821,0.010725488609515528,simulated,cortical area,F,Group differences,longitudinal,False,
rh-WhiteSurfArea,rh,1.4168636880022416,0.26074444966130916,0.10480942903317951,192.0,0.0,0,0.2753033951230814,0.0061221505060505,0.0222378314779353,390,baseline+follow-up,0.2699417744630524,0.2807735272637394,0.10790739609751415,0.10580586544247916,0.11005145870649082,0.004327548498167756,simulated,cortical area,F,Group differences,longitudinal,False,
lh-bankssts,lh,1.4190962355635541,0.39160741981423464,0.29621076668144297,192.0,0.07692307692307693,2,0.6955203002699123,0.0433077464273456,0.0622666892836041,390,baseline+follow-up,0.6819748225262416,0.7093399189756157,0.2723113303761404,0.2670079811230303,0.2777220117805231,0.09681733230178137,simulated,cortical area,F,Group differences,longitudinal,False,
rh-bankssts,rh,1.756979406813385,0.37156566406966834,0.3089583034677914,192.0,0.11538461538461539,3,0.758673214213216,0.0345816786063191,0.0455817840388396,390,baseline+follow-up,0.7438978135040546,0.7737476477539599,0.25099386351055725,0.24610567866439131,0.25598097817829757,0.08231191409739073,simulated,cortical area,F,Group differences,longitudinal,False,
lh-caudalanteriorcingulate,lh,0.3373798078876015,0.6792028206711348,0.24853017085460294,192.0,0.0,0,0.7356941591805468,0.0546968225464474,0.0743472295707383,390,baseline+follow-up,0.7213662828332118,0.7503120111108825,0.4948731009229908,0.48523529082328226,0.5047059664192398,0.32079717932592083,simulated,cortical area,F,Group differences,longitudinal,False,
rh-caudalanteriorcingulate,rh,0.676211730618523,0.524554263019849,0.27410417396505354,192.0,0.0,0,0.6306699659754583,0.0407578661126548,0.0646262995093077,390,baseline+follow-up,0.618387468995274,0.6432010430059022,0.3579593820628499,0.3509880099246265,0.36507184473333987,0.13523339009820426,simulated,cortical area,F,Group differences,longitudinal,False,
lh-caudalmiddlefrontal,lh,0.48012428887258474,0.6032905049949843,0.2515709700501712,192.0,0.0,0,0.6390621296022266,0.0262735086347081,0.0411126045773697,390,baseline+follow-up,0.6266161925821419,0.6517599544636006,0.40017301757134893,0.3923795215353214,0.4081242427433542,0.17592705110737034,simulated,cortical area,F,Group differences,longitudinal,False,
rh-caudalmiddlefrontal,rh,0.2697173827957963,0.6882505004951738,0.20730353258003206,192.0,0.0,0,0.5965261456119033,0.030157119150721,0.0505545639073146,390,baseline+follow-up,0.5849086103282201,0.6083788030787526,0.4151183620441045,0.40703380069934536,0.42336654326751294,0.19280378928930086,simulated,cortical area,F,Group differences,longitudinal,False,
lh-cuneus,lh,4.534120022001157,0.06776580302691766,0.08521585057181537,192.0,0.6153846153846154,16,0.6381353063689204,0.0267819464325033,0.0419690717081559,390,baseline+follow-up,0.625707419524329,0.6508147157452439,0.05346787469298785,0.05242657092892205,0.05453025294560632,0.46248470796642854,simulated,cortical area,F,Group differences,longitudinal,False,
rh-cuneus,rh,2.4712063469126475,0.3061663971781894,0.302457026450033,192.0,0.19230769230769232,5,0.6874664272966741,0.0264910887216131,0.0385343744359766,390,baseline+follow-up,0.6740778012754721,0.7011260198269357,0.15946206952719508,0.1563564953075755,0.16263049609653174,0.020081081833767347,simulated,cortical area,F,Group differences,longitudinal,False,
lh-eTIV,lh,2.2198934277065385,0.1379323187624728,0.0011446049162717818,192.0,0.0,0,0.0043793650819558,9.560383873559791e-05,0.0218305249611435,390,baseline+follow-up,0.0042940755624033,0.0044663807385545,0.0011508299076331305,0.0011284171313352377,0.0011736962862455744,0.0,simulated,cortical area,F,Group differences,longitudinal,False,
rh-eTIV,rh,2.2198934277065385,0.1379323187624728,0.0011446049162717818,192.0,0.0,0,0.0043793650819558,9.560383873559791e-05,0.0218305249611435,390,baseline+follow-up,0.0042940755624033,0.0044663807385545,0.0011508299076331305,0.0011284171313352377,0.0011736962862455744,0.0,simulated,cortical area,F,Group differences,longitudinal,False,
lh-entorhinal,lh,1.4302896041501776,0.3785331932405972,0.2662308560636338,192.0,0.038461538461538464,1,0.7701913518379035,0.0941777311285092,0.1222783544683713,390,baseline+follow-up,0.7551916317569234,0.7854946446514987,0.29986740891484387,0.29402739632005415,0.30582561495406685,0.1604686396778574,simulated,cortical area,F,Group differences,longitudinal,False,
rh-entorhinal,rh,1.205654457841479,0.390438221736381,0.2689804897041358,192.0,0.0,0,0.7440525165807369,0.0886946084047927,0.1192047690563365,390,baseline+follow-up,0.7295618585804523,0.7588364446302481,0.32406557175075473,0.317754292284237,0.3305045824244953,0.19432977709207597,simulated,cortical area,F,Group differences,longitudinal,False,
lh-frontalpole,lh,0.658463191405316,0.634387315941923,0.31523766598844727,192.0,0.038461538461538464,1,0.7915072343379755,0.0660561652401174,0.0834561737080868,390,baseline+follow-up,0.7760923807060705,0.8072340624077123,0.4532597864061447,0.4444324087631302,0.4622658174599193,0.28886863132611856,simulated,cortical area,F,Group differences,longitudinal,False,
rh-frontalpole,rh,0.512440592714836,0.5784146002111391,0.25074227426500295,192.0,0.0,0,0.7754735918295115,0.0712466356566868,0.0918749992357579,390,baseline+follow-up,0.76037099845466,0.790881839944293,0.4777888093140233,0.4684837211947743,0.4872822190160973,0.3759711710592958,simulated,cortical area,F,Group differences,longitudinal,False,
lh-fusiform,lh,2.5104054535057494,0.1794458682872436,0.16444129787882736,192.0,0.11538461538461539,3,0.6207349628618035,0.0238690138348785,0.0384528265088116,390,baseline+follow-up,0.6086459532083113,0.6330686366607136,0.141209975501076,0.13845986658320286,0.14401574266288175,0.1825082118449762,simulated,cortical area,F,Group differences,longitudinal,False,
